Diclofenac Gel (1%)



Diclofenac Gel-Cream (1%)




Diclofenac Injectable Solution (75 mg/3 ml)




Diclofenac Oral Solution (1.5%) 1



Diclofenac Oral Solution (1.5%) 2




Diclofenac Tablet Cores (50 mg)





Diclofenac Tablets (50 mg)




Diltiazem Tablets (50 mg)




Dimenhydrinate Tablet Cores (100 mg)








Dimenhydrinate Tablets (50 mg)


Enteric Film Coating 1







Enteric Film Coating 2








Ephedrine Tablets (100 mg)


Erythromycin Gel (1%)




"Ethambutol Tablets (400 mg), DC"




"Ethambutol Tablets (400 mg), WG"





Ethambutol Tablets (800 mg)





"Etophylline + Theophylline Tablets (100 mg + 22 mg), DC"




"Etophylline + Theophylline Tablets (100 mg + 22 mg), WG"







Eucalyptol Solution (8%) 1



Famotidine Tablets (40 mg) 1



Famotidine Tablets (40 mg) 2



Ferrous Fumarate Tablets (200 mg)


Ferrous Sulfate + Manganese Sulfate + Copper Sulfate Tablets (65 mg + 3.5 mg + 0.16 mg)






Ferrous Sulfate Tablets (200 mg)





Fir Needle Oil Solution (3%)




Folic Acid Tablets (5 mg)


Fucidine Tablet Cores (125 mg)






Furaltadone Injectable Solution (50 mg/ml)



Furosemide Tablets (40 mg)


Furosemide Tablets (200 mg)



Garlic Tablets Cores (100 mg)





Glibenclamide Tablets (5 mg) 1


Glibenclamide Tablets (5 mg) 2


Glutaminic Acid Tablets (550 mg)





Gramicidin Ophthalmic Solution (1.3 mg/10 ml)




Griseofulvin Tablets (125 mg)



Griseofulvin Tablets (500 mg)






Heparin Gel-Cream (300 i.u./g)




Horsetail Extract Tablets (450 mg)





Hydrochlorothiazide + Potassium Chloride Tablet Cores (50 mg + 300 mg)




"Hydrochlorothiazide Tablets (50 mg), DC"


"Hydrochlorothiazide Tablets (50 mg), WG"





Hydrocortisone Aqueous Gels (1%) 1








Hydrocortisone Aqueous Gels (1%) 2




Hydrocortisone Cream (1%)







Hydrocortisone Ethanolic Gel (0.5%)






Ibuprofen Gel-Cream (5%)





Ibuprofen Gels (5%) 1





Ibuprofen Gels (5%) 2






Ibuprofen Solution (2%)



"Ibuprofen Suspension (4% = 400 mg/10 ml),  I"





"Ibuprofen Suspension (4% = 400 mg/10 ml), II"




"Ibuprofen Tablets (400 mg), DC 1"





"Ibuprofen Tablets (400 mg), DC 2"




"Ibuprofen Tablets (400 mg), WG 1"






"Ibuprofen Tablets (400 mg), WG 2"





Ibuprofen Tablets for Children (150 mg)









"Indomethacin Gel (1%), I"



"Indomethacin Gel (1%), II"




"Indomethacin Gel (1%), III"




Indomethacin Powder for Hard Gelatin Capsules (160 mg)


Indomethacin Suppositories (50 mg)





"Indomethacin Tablets (50 mg), DC"



"Indomethacin Tablets (50 mg), WG"






Indomethacin Tablets (100 mg)


Inosin Tablet Cores (200 mg)





Isosorbide Dinitrate Tablets (5 mg)




Khellin Tablets (25 mg)


Levamisole Tablets (150 mg)


Levothyroxine Tablets (0.05 mg) 1


Levothyroxine Tablets (0.05 mg) 2



Lidocain Gel (2%)



Lidocain Gel-Cream (5%)




Lisinopril Tablets (10 mg)


Magaldrate Chewable Tablets (500 mg)









Magaldrate Dispersible Tablets (700 mg)




Magaldrate Instant Powder or Dry Syrup (800 mg)








Magaldrate Suspension (10%)








Magnesium Carbonate Tablets (260 mg)


Mebendazol Tablets (100 mg)


Mebendazole Suspension (2% = 200 mg/10 ml)




Mefenamic Acid Tablets (250 mg)






"Meprobamate + Phenobarbital Tablets (400 mg + 30 mg), DC"







"Meprobamate + Phenobarbital Tablets (400 mg + 30 mg), WG"









"Meprobamate Tablets (400 mg), DC"






"Meprobamate Tablets (400 mg), WG 1"







"Meprobamate Tablets (400 mg), WG 2"






Metamizol Tablets (500 mg) 1




Metamizol Tablets (500 mg) 2






Metformin Tablets (500 mg)






Methyl Cysteine Tablets (100 mg)



Methyl Salicylate + Menthol Gel (11% + 5%)






Metoclopramide Tablets (10 mg)


Metronidazole Effervescent Vaginal Tablets (500 mg)






Metronidazol Injectable Solution (500 mg/10 ml)





Metronidazole Tablet Cores (400 mg)





Metronidazole Tablets (200 mg)





Metronidazole Tablets (500 mg)







Metronidazol Vaginal Gel (1.2%)



Miconazole Cream (2%)







Miconazole Injectable Solution (1%)



Miconazole Mouth Gel (2%)







Mint Mouth Wash Solutions 1














Mint Mouth Wash Solutions 2












Mint Oil Solution (3.5%)



Multivitamin + Calcium + Iron Tablets (1 RDA of Vitamins)











Multivitamin + Calcium Syrup (1 RDA of Vitamins/20 ml)


















Multivitamin + Carbonyl Iron Tablets (1- 2 RDA of Vitamins)













Multivitamin + Minerals Tablets with Beta carotene (2 RDA of Vitamins) 1

















Multivitamin + Minerals Tablets with Beta carotene (2 RDA of Vitamins) 2

















Multivitamin Chewable Tablets for Children
















Multivitamin Drops 1













Multivitamin Effervescent Granules (1 RDA of Vitamins)



















"Multivitamin Effervescent Tablets with Beta carotene, Food (1- 2 RDA of Vitamins)"
















Multivitamin Effervescent Tablets I


















Multivitamin Effervescent Tablets II (3 - 4 RDA of Vitamins) 1

















Multivitamin Effervescent Tablets II (3 - 4 RDA of Vitamins) 2

















Multivitamin Injectable for Veterinary Application 1














Multivitamin Injectable for Veterinary Application 2














Multivitamin Instant Granules (2 - 4 RDA of Vitamins)













Multivitamin Oral Gel (vet.)


















Multivitamin Oral Gel with Linoleic Acid and Linolenic Acid














"Multivitamin Syrup, I (1- 2 RDA/20 ml)"

















"Multivitamin Syrup, II"











Multivitamin Tablets I (1- 2 RDA of Vitamins) 1












Multivitamin Tablets I (1- 2 RDA of Vitamins) 2













Multivitamin Tablets II (1- 2 RDA of Vitamins)















Multivitamin Tablet Cores with Beta-Carotene (1- 2 RDA of Vitamins)


Multivitamin Tablets for Dogs











Multivitamin Tablets with Beta carotene (1 - 2 RDA of Vitamins) 1












Multivitamin Tablets with Beta carotene (1 - 2 RDA of Vitamins) 2













Multivitamin Two Chamber Ampules




















Nalidixic Acid Tablets (500 mg)




Naproxen Tablets (250 mg)









Naproxen Tablets (450 mg) 1




Naproxen Tablets (450 mg) 2




Neomycin Gel (0.05%)




Neomycin Tablets (250 mg)



Nicotinic Acid (= Niacin) Tablets (200 mg)





Nifedipine Tablet Cores (10 mg)






Nitrendipine Tablets (25 mg)



Nitrofurantoin Tablet Cores (100 mg)








Nitrofurantoin Tablets (100 mg)



Norephedrine Syrup (40 mg/10 g)





"Nystatin Suspension (100,000 i.u./ml)"





Nystatin Tabet Cores (200 mg)




Nystatin Tablets (50 mg)



Nystatin Tablets (100 mg)



Omega Fatty Acids Tablet Cores (10 mg EPA + DHA)



Oxytetracycline Injectable Solution for Veterinary Application (500 mg/10 ml)





Oxytetracycline Sustained Release Injectable for Veterinary Application (2.2 g/10 ml)






Oxytetracycline Tablets (250 mg)


Pancreatin Tablet Cores (30 mg)



Pancreatin Tablet Cores (130 mg)





Pancreatin Tablet Cores (300 mg)



Paracetamol (= Acetaminophen) + Caffeine Tablets (500 mg + 50 mg)





Paracetamol (= Acetaminophen) + Doxylamine + Caffeine Effervescent Granules (500 mg + 5 mg + 33 mg/2.1 g)








Paracetamol (= Acetaminophen) Instant Granules (250 mg or 500 mg 1







Paracetamol (= Acetaminophen) Instant Granules (250 mg or 500 mg) 2









Paracetamol (= Acetaminophen) + Ibuprofen + Orphenadin Tablets (250 mg + 200 mg + 100 mg)





Paracetamol (= Acetaminophen) + Norephedrine + Phenyltoloxamine Tablets (300 mg + 25 mg + 22 mg)







Paracetamol (= Acetaminophen) + Phenprobamat Tablets (200 mg + 200 mg)






Paracetamol (= Acetaminophen) Chewable Tablets (300 mg)






Paracetamol (= Acetaminophen) Effervescent Tablets (500 mg)






Paracetamol (= Acetaminophen) Instant Granules (500 mg)






Paracetamol (= Acetaminophen) Suppositories (150 mg and 500 mg) 1



Paracetamol (= Acetaminophen) Suppositories (150 mg and 500 mg) 2



Paracetamol (= Acetaminophen) Suspension (5% = 500 mg/10 ml)






Paracetamol (= Acetaminophen) Syrup (5% = 500 mg/10 g)







Paracetamol (= Acetaminophen) Syrup for Children (2.5% = 250 mg/10 ml)






Paracetamol (= Acetaminophen) Tablet Cores (500 mg)







Paracetamol (= Acetaminophen) Tablets (500 mg) 1





Paracetamol (= Acetaminophen) Tablets (500 mg) 2





Paracetamol (= Acetaminophen) Tablets for Children (200 mg)




Phendimetrazin Tablets (35 mg)




Phenindion Tablets (50 mg)


Phenolphthalein Tablet Cores (200 mg)





Phenytoin Oral Suspension (5%)




"Phenytoin Sodium Tablets (100 mg), DC"




"Phenytoin Sodium Tablets (100 mg), WG"






Phenytoin Tablets (100 mg)





Piroxicam + Dexpanthenol Gel (0.5% + 5.0%)






Piroxicam Water Dispersible Tablets (20 mg)





Polidocanol Wound Spray (0.5%)





Povidone-Iodine + Lidocain Gel (10%)





Povidone-Iodine Bar Soap (5%) 1



Povidone-Iodine Bar Soap (5%) 2






Povidone-Iodine Bar Soap (5%) 3






Povidone-Iodine Concentrates for Broilers and Cattles (20%) 1





Povidone-Iodine Concentrates for Broilers and Cattles (20%) 2





Povidone-Iodine Cream (10%)







Povidone-Iodine Effervescent Vaginal Tablets (350 mg)






Povidone-Iodine Foam Spray (10%)


Povidone-Iodine Gargle Solution Concentrate (10%)



Povidone-Iodine Gel-Cream (10%)






Povidone-Iodine Gels (10%) 1


Povidone-Iodine Gels (10%) 2




Povidone-Iodine Glucose Ointment (2.5%)





Povidone-Iodine Lipstick or After Shave Stick (10%)







Povidone-Iodine Liquid Spray (10%) 1


Povidone-Iodine Liquid Spray (10%) 2


Povidone-Iodine Lozenges (5 mg)







Povidone-Iodine Mastitis Cream for Cattles (10%)







Povidone-Iodine Mouth Wash and Gargle Solution Concentrate (7.5%)






Povidone-Iodine Ophthalmic Solution (0.4%)





Povidone-Iodine Ophthalmic Solution (1.0%)



Povidone-Iodine Powder Spray





Povidone-Iodine Pump Spray (1%)






Povidone-Iodine Seamless Solutions (10%) 1




Povidone-Iodine Seamless Solutions (10%) 2




Povidone-Iodine Shampoo (7.5%)




Povidone-Iodine Soft Gel (1%)


"Povidone-Iodine Solution (10%), I 1"


"Povidone-Iodine Solution (10%), I 2"




"Povidone-Iodine Solution (10%), II"






"Povidone-Iodine Surgical Scrubs (7.5%), I 1"




"Povidone-Iodine Surgical Scrubs (7.5%), I 2"




"Povidone-Iodine Surgical Scrubs (7.5%), II 1"



"Povidone-Iodine Surgical Scrubs (7.5%), II 2"



"Povidone-Iodine Surgical Scrubs (7.5%), II 3"




Povidone-Iodine Teat-Dip Solution for Cattles (3%)




Povidone-Iodine Transparent Ointment (10%)




Povidone-Iodine Vaginal Douche Concentrate (10%)




Povidone-Iodine Vaginal Ovula (5%)


Povidone-Iodine Vaginal Ovula (10%)



Povidone-Iodine Viscous Solution (1%)



Prazosin Tablets (5 mg) 1


Prazosin Tablets (5 mg) 2


Prednisolone Tablets (20 mg)





Prednisone Tablets (10 mg)


Probenecid Tablets (500 mg)






Procain Penicillin Injectable Suspension (300 mg/ml)






Propanidide Injectable Solution (50 mg/ml)



Propranolol Hydrochloride Tablets (10 mg)


Propranolol Hydrochloride Tablets (50 mg)


Propranolol Hydrochloride Tablets (100 mg)


Propranolol Tablets Cores (40 mg)



Protective Film Coating with Ethyl Cellulose + Kollidon VA 64








Protective Film Coating with Hydroxypropyl Cellulose + Kollidon VA 64 1




Protective Film Coating with Hydroxypropyl Cellulose + Kollidon VA 64 2



Protective Film Coating with Hydroxypropylmethyl Cellulose + Kollidon VA 64







Protective Film Coating with Kollidon VA 64






Protective Film Coating with Polyvinyl Alcohol + Kollidon VA 64







Protective Film Coating with Shellac + Kollidon 30







Pseudoephedrine Tablets (60 mg)





"Pyrazinamide Tablets (500 mg), DC"



"Pyrazinamide Tablet (500 mg), WG"





Ranitidine Tablet Cores (150 mg)


Ranitidine Tablet Cores (300 mg)



Rifampicin Tablets (450 mg)







Saccharin Effervescent Tablets (15 mg)




Saccharin Tablets (15 mg) 1




Saccharin Tablets (15 mg) 2




Selegiline Tablets (5 mg)


Serratio Peptidase Tablets (10 mg)


Silimarin Tablets (35 mg)


Simethicone Chewable Tablets (70 mg)






Simethicone Chewable Tablets (80 mg)





Simethicone Instant Granules (60 mg and 120 mg)







Sobrerol Injectable Solution (75 mg/5 ml)


Sodium Fluoride Tablets (0.5 mg)




Sodium Fluoride Tablets (1.3 mg)


Spironolactone Tablets (25 mg)


Spirulina Extract Chewable Tablets (250 mg)



Subcoating for Core Protection

Sucralfate + Sodium Alginate Tablets (500 mg + 20 mg)






"Sugar Coating, automatic"







"Sugar Coating, manual 1"







"Sugar Coating, manual 2"








Sugar Film Coating






Sulfadiazine + Trimethoprim Veterinary Concentrated Oral Suspension (40% + 8%)




Sulfadiazine Tablets (450 mg)







Sulfadimethoxine Veterinary Injectable Solution (2.5% = 250 mg/10 ml)





Sulfadimidine Tablets (500 mg)







Sulfadoxine + Trimethoprim Veterinary Injectable Solution (1000 mg + 200 mg/10 ml)




Sulfadoxine Solution (2% = 20 mg/ml)



Sulfamethoxazole + Trimethoprim Tablets (400 mg + 80 mg)






Sulfamethoxazole + Trimethoprim Dry Syrup (400 mg + 80 g/10 ml)









Sulfamethoxazole + Trimethoprim Oral Suspension (400 mg + 80 mg/5 ml) 1






Sulfamethoxazole + Trimethoprim Oral Suspension (400 mg + 80 mg/5 ml) 2






Sulfamoxole + Trimethoprim Veterinary Injectable Solution (400 mg + 80 mg/10 ml)







Sulfathiazole Tablets (250 mg) 1





Sulfathiazole Tablets (250 mg) 2





Sulfathiazole Veterinary Injectable Solution (8 mg/ml)



Sulfathiazole Veterinary Oral Solution (8 mg/ml)



Tannin-Crospovidone Complex Tablets (55 mg + 230 mg)






Terazosin Tablets (1 mg and 5 mg) 1


Terazosin Tablets (1 mg and 5 mg) 2


Terfenadine Suspension (60 mg/5 ml = 1.2%)




Terfenadine Tablets (60 mg)



Tetracycline Tablets (125 mg)



Tetracycline Tablets (250 mg)






Tetrazepam Tablets (50 mg)




Theophylline + Ephedrine Tablets (130 mg + 15 mg)




Theophylline Tablets (100 mg)


Theophylline Injectable Solution (200 mg/5 ml)





Tretinoin + Alpha Bisabolol Gel (50 mg + 100 mg/100 g)







"Tretinoin + Dexpanthenol Gel (50 mg + 2,500 mg/100 g)"






Tretinoin Cream (50 mg/100 g)











Tretinoin Gel (50 mg/100 g)








Tretinoin Solution (50 mg/100 g)






Triamcinolone Tablets (4 mg)



Trifluoperazine Tablets (5 mg)


Ultrasonic Adhesive Gel





Valeriana Extract + Passiflora Extract Tablet Cores (44 mg + 30 mg)





Valproate Sodium Tablets (500 mg)





Verapamil Tablets (120 mg)



"Vitamin A + Vitamin B6 + Vitamin E Tablets (40,000 i.u. + 40 mg + 35 mg)"





"Vitamin A + Vitamin C + Vitamin D3 Chewable Tablets for Children (2,000 i.u. + 30 mg + 200 i.u.)"










"Vitamin A + Vitamin C + Vitamin E Tablets (1,200 i.u. + 60 mg + 30 mg) 1"







"Vitamin A + Vitamin C + Vitamin E Tablets (1,200 i.u. + 60 mg + 30 mg) 2"








"Vitamin A + Vitamin D3 + Calcium + Magnesium Injectable Solution (33,000 i.u. + 6,000 i.u. + 100 mg + 200 mg/g i.u.)"





"Vitamin A + Vitamin D3 + Vitamin E + Beta carotene Veterinary Injectable Solution (100,000 i.u. + 20,000 i.u. + 10 mg + 8 mg/g)"








"Vitamin A + Vitamin D3 + Vitamin E Aqueous Injectable Emulsion for Cattles (500,000 i.u. + 75,000 i.u. + 50 mg/ml with Solutol HS 15)"






"Vitamin A + Vitamin D3 + Vitamin E Aqueous Injectable Emulsion for Cattles (500,000 i.u. + 75,000 i.u. + 50 mg/ml with Cremophor EL)"






"Vitamin A + Vitamin D3 + Vitamin E Concentrates, Water-miscible (120,000 i.u. + 60,000 i.u. + 40 mg/ml) 1"







"Vitamin A + Vitamin D3 + Vitamin E Concentrates, Water-miscible (120,000 i.u. + 60,000 i.u. + 40 mg/ml) 2"







"Vitamin A + Vitamin D3 + Vitamin E Injectable Solution in Organic Solvents for Cattles (500,000 i.u. + 75,000 i.u. + 50 mg/ml)"








"Vitamin A + Vitamin D3 + Vitamin E Veterinary Injectable Solution (100,000 i.u. + 20,000 i.u. + 10 mg/g)"






"Vitamin A + Vitamin D3 Concentrate, Water-miscible (100,000 i.u./A + 20,000 i.u./D3/ml)"





"Vitamin A + Vitamin D3 Concentrate, Water-miscible (120,000 i.u. A + 12,000 i.u. D/g)"





"Vitamin A + Vitamin D3 Drops (30,000 i.u. + 3,000 i.u./g)"







"Vitamin A + Vitamin D3 Injectable Solutions (30,000 i.u. A + 5,000 i.u. D3/ml)"





"Vitamin A + Vitamin D3 Injectable Solutions (30,000 i.u. A + 10,000 i.u. D3/ml)"





"Vitamin A + Vitamin D3 Oral Solution for Children (1,000 i.u. + 100 i.u./ml)"






"Vitamin A + Vitamin D3 Syrup (30,000 i.u. + 10,000 i.u./ml)"



